x,y,z,vx,vy,vz
0.101601,0.101601,0.101601,1.029110,1.029110,1.029110
1.100520,1.100520,1.100520,1.009449,1.009449,1.009449
2.100226,2.100226,2.100226,1.004109,1.004109,1.004109
3.100065,3.100065,3.100065,1.001202,1.001202,1.001202
4.099933,4.099933,4.099933,0.998798,0.998798,0.998798
5.099774,5.099774,5.099774,0.995892,0.995892,0.995892
6.099480,6.099480,6.099480,0.990551,0.990551,0.990551
7.098398,7.098398,7.098398,0.970890,0.970890,0.970890
