x,y,z,vx,vy,vz
2245.100098,2245.100098,2245.100098,0.999998,0.999998,0.999998
2246.100098,2246.100098,2246.100098,0.999998,0.999998,0.999998
2247.100098,2247.100098,2247.100098,0.999998,0.999998,0.999998
2248.100098,2248.100098,2248.100098,0.999998,0.999998,0.999998
2249.100098,2249.100098,2249.100098,0.999998,0.999998,0.999998
2250.100098,2250.100098,2250.100098,0.999998,0.999998,0.999998
2251.100098,2251.100098,2251.100098,0.999998,0.999998,0.999998
2252.100098,2252.100098,2252.100098,0.999998,0.999998,0.999998
2253.100098,2253.100098,2253.100098,0.999998,0.999998,0.999998
2254.100098,2254.100098,2254.100098,0.999998,0.999998,0.999998
2255.100098,2255.100098,2255.100098,0.999998,0.999998,0.999998
2256.100098,2256.100098,2256.100098,0.999998,0.999998,0.999998
2257.100098,2257.100098,2257.100098,0.999998,0.999998,0.999998
2258.100098,2258.100098,2258.100098,0.999998,0.999998,0.999998
2259.100098,2259.100098,2259.100098,0.999998,0.999998,0.999998
2260.100098,2260.100098,2260.100098,0.999998,0.999998,0.999998
2261.100098,2261.100098,2261.100098,0.999998,0.999998,0.999998
2262.100098,2262.100098,2262.100098,0.999998,0.999998,0.999998
2263.100098,2263.100098,2263.100098,0.999998,0.999998,0.999998
2264.100098,2264.100098,2264.100098,0.999998,0.999998,0.999998
2265.100098,2265.100098,2265.100098,0.999998,0.999998,0.999998
2266.100098,2266.100098,2266.100098,0.999998,0.999998,0.999998
2267.100098,2267.100098,2267.100098,0.999998,0.999998,0.999998
2268.100098,2268.100098,2268.100098,0.999998,0.999998,0.999998
2269.100098,2269.100098,2269.100098,0.999998,0.999998,0.999998
2270.100098,2270.100098,2270.100098,0.999998,0.999998,0.999998
2271.100098,2271.100098,2271.100098,0.999998,0.999998,0.999998
2272.100098,2272.100098,2272.100098,0.999998,0.999998,0.999998
2273.100098,2273.100098,2273.100098,0.999998,0.999998,0.999998
2274.100098,2274.100098,2274.100098,0.999998,0.999998,0.999998
2275.100098,2275.100098,2275.100098,0.999998,0.999998,0.999998
2276.100098,2276.100098,2276.100098,0.999998,0.999998,0.999998
2277.100098,2277.100098,2277.100098,0.999998,0.999998,0.999998
2278.100098,2278.100098,2278.100098,0.999998,0.999998,0.999998
2279.100098,2279.100098,2279.100098,0.999998,0.999998,0.999998
2280.100098,2280.100098,2280.100098,0.999998,0.999998,0.999998
2281.100098,2281.100098,2281.100098,0.999998,0.999998,0.999998
2282.100098,2282.100098,2282.100098,0.999998,0.999998,0.999998
2283.100098,2283.100098,2283.100098,0.999998,0.999998,0.999998
2284.100098,2284.100098,2284.100098,0.999998,0.999998,0.999998
2285.100098,2285.100098,2285.100098,0.999998,0.999998,0.999998
2286.100098,2286.100098,2286.100098,0.999998,0.999998,0.999998
2287.100098,2287.100098,2287.100098,0.999998,0.999998,0.999998
2288.100098,2288.100098,2288.100098,0.999998,0.999998,0.999998
2289.100098,2289.100098,2289.100098,0.999998,0.999998,0.999998
2290.100098,2290.100098,2290.100098,0.999998,0.999998,0.999998
2291.100098,2291.100098,2291.100098,0.999998,0.999998,0.999998
2292.100098,2292.100098,2292.100098,0.999998,0.999998,0.999998
2293.100098,2293.100098,2293.100098,0.999998,0.999998,0.999998
2294.100098,2294.100098,2294.100098,0.999998,0.999998,0.999998
2295.100098,2295.100098,2295.100098,0.999998,0.999998,0.999998
2296.100098,2296.100098,2296.100098,0.999998,0.999998,0.999998
2297.100098,2297.100098,2297.100098,0.999998,0.999998,0.999998
2298.100098,2298.100098,2298.100098,0.999998,0.999998,0.999998
2299.100098,2299.100098,2299.100098,0.999998,0.999998,0.999998
2300.100098,2300.100098,2300.100098,0.999998,0.999998,0.999998
2301.100098,2301.100098,2301.100098,0.999998,0.999998,0.999998
2302.100098,2302.100098,2302.100098,0.999998,0.999998,0.999998
2303.100098,2303.100098,2303.100098,0.999998,0.999998,0.999998
2304.100098,2304.100098,2304.100098,0.999998,0.999998,0.999998
2305.100098,2305.100098,2305.100098,0.999998,0.999998,0.999998
2306.100098,2306.100098,2306.100098,0.999998,0.999998,0.999998
2307.100098,2307.100098,2307.100098,0.999998,0.999998,0.999998
2308.100098,2308.100098,2308.100098,0.999998,0.999998,0.999998
2309.100098,2309.100098,2309.100098,0.999998,0.999998,0.999998
2310.100098,2310.100098,2310.100098,0.999998,0.999998,0.999998
2311.100098,2311.100098,2311.100098,0.999998,0.999998,0.999998
2312.100098,2312.100098,2312.100098,0.999998,0.999998,0.999998
2313.100098,2313.100098,2313.100098,0.999998,0.999998,0.999998
2314.100098,2314.100098,2314.100098,0.999998,0.999998,0.999998
2315.100098,2315.100098,2315.100098,0.999998,0.999998,0.999998
2316.100098,2316.100098,2316.100098,0.999998,0.999998,0.999998
2317.100098,2317.100098,2317.100098,0.999998,0.999998,0.999998
2318.100098,2318.100098,2318.100098,0.999998,0.999998,0.999998
2319.100098,2319.100098,2319.100098,0.999998,0.999998,0.999998
2320.100098,2320.100098,2320.100098,0.999998,0.999998,0.999998
2321.100098,2321.100098,2321.100098,0.999998,0.999998,0.999998
2322.100098,2322.100098,2322.100098,0.999998,0.999998,0.999998
2323.100098,2323.100098,2323.100098,0.999998,0.999998,0.999998
2324.100098,2324.100098,2324.100098,0.999998,0.999998,0.999998
2325.100098,2325.100098,2325.100098,0.999998,0.999998,0.999998
2326.100098,2326.100098,2326.100098,0.999998,0.999998,0.999998
2327.100098,2327.100098,2327.100098,0.999998,0.999998,0.999998
2328.100098,2328.100098,2328.100098,0.999998,0.999998,0.999998
2329.100098,2329.100098,2329.100098,0.999998,0.999998,0.999998
2330.100098,2330.100098,2330.100098,0.999998,0.999998,0.999998
2331.100098,2331.100098,2331.100098,0.999998,0.999998,0.999998
2332.100098,2332.100098,2332.100098,0.999998,0.999998,0.999998
2333.100098,2333.100098,2333.100098,0.999998,0.999998,0.999998
2334.100098,2334.100098,2334.100098,0.999998,0.999998,0.999998
2335.100098,2335.100098,2335.100098,0.999997,0.999997,0.999997
2336.100098,2336.100098,2336.100098,0.999997,0.999997,0.999997
2337.100098,2337.100098,2337.100098,0.999997,0.999997,0.999997
2338.100098,2338.100098,2338.100098,0.999997,0.999997,0.999997
2339.100098,2339.100098,2339.100098,0.999997,0.999997,0.999997
2340.100098,2340.100098,2340.100098,0.999997,0.999997,0.999997
2341.100098,2341.100098,2341.100098,0.999997,0.999997,0.999997
2342.100098,2342.100098,2342.100098,0.999997,0.999997,0.999997
2343.100098,2343.100098,2343.100098,0.999997,0.999997,0.999997
2344.100098,2344.100098,2344.100098,0.999997,0.999997,0.999997
2345.100098,2345.100098,2345.100098,0.999997,0.999997,0.999997
2346.100098,2346.100098,2346.100098,0.999997,0.999997,0.999997
2347.100098,2347.100098,2347.100098,0.999997,0.999997,0.999997
2348.100098,2348.100098,2348.100098,0.999997,0.999997,0.999997
2349.100098,2349.100098,2349.100098,0.999997,0.999997,0.999997
2350.100098,2350.100098,2350.100098,0.999997,0.999997,0.999997
2351.100098,2351.100098,2351.100098,0.999997,0.999997,0.999997
2352.100098,2352.100098,2352.100098,0.999997,0.999997,0.999997
2353.100098,2353.100098,2353.100098,0.999997,0.999997,0.999997
2354.100098,2354.100098,2354.100098,0.999997,0.999997,0.999997
2355.100098,2355.100098,2355.100098,0.999997,0.999997,0.999997
2356.100098,2356.100098,2356.100098,0.999997,0.999997,0.999997
2357.100098,2357.100098,2357.100098,0.999997,0.999997,0.999997
2358.100098,2358.100098,2358.100098,0.999997,0.999997,0.999997
2359.100098,2359.100098,2359.100098,0.999997,0.999997,0.999997
2360.100098,2360.100098,2360.100098,0.999997,0.999997,0.999997
2361.100098,2361.100098,2361.100098,0.999997,0.999997,0.999997
2362.100098,2362.100098,2362.100098,0.999997,0.999997,0.999997
2363.100098,2363.100098,2363.100098,0.999997,0.999997,0.999997
2364.100098,2364.100098,2364.100098,0.999997,0.999997,0.999997
2365.100098,2365.100098,2365.100098,0.999997,0.999997,0.999997
2366.100098,2366.100098,2366.100098,0.999997,0.999997,0.999997
2367.100098,2367.100098,2367.100098,0.999997,0.999997,0.999997
2368.100098,2368.100098,2368.100098,0.999997,0.999997,0.999997
2369.100098,2369.100098,2369.100098,0.999997,0.999997,0.999997
2370.100098,2370.100098,2370.100098,0.999997,0.999997,0.999997
2371.100098,2371.100098,2371.100098,0.999997,0.999997,0.999997
2372.100098,2372.100098,2372.100098,0.999997,0.999997,0.999997
2373.100098,2373.100098,2373.100098,0.999997,0.999997,0.999997
2374.100098,2374.100098,2374.100098,0.999997,0.999997,0.999997
2375.100098,2375.100098,2375.100098,0.999997,0.999997,0.999997
2376.100098,2376.100098,2376.100098,0.999997,0.999997,0.999997
2377.100098,2377.100098,2377.100098,0.999997,0.999997,0.999997
2378.100098,2378.100098,2378.100098,0.999997,0.999997,0.999997
2379.100098,2379.100098,2379.100098,0.999997,0.999997,0.999997
2380.100098,2380.100098,2380.100098,0.999997,0.999997,0.999997
2381.100098,2381.100098,2381.100098,0.999997,0.999997,0.999997
2382.100098,2382.100098,2382.100098,0.999997,0.999997,0.999997
2383.100098,2383.100098,2383.100098,0.999997,0.999997,0.999997
2384.100098,2384.100098,2384.100098,0.999997,0.999997,0.999997
2385.100098,2385.100098,2385.100098,0.999997,0.999997,0.999997
2386.100098,2386.100098,2386.100098,0.999997,0.999997,0.999997
2387.100098,2387.100098,2387.100098,0.999997,0.999997,0.999997
2388.100098,2388.100098,2388.100098,0.999997,0.999997,0.999997
2389.100098,2389.100098,2389.100098,0.999997,0.999997,0.999997
2390.100098,2390.100098,2390.100098,0.999997,0.999997,0.999997
2391.100098,2391.100098,2391.100098,0.999997,0.999997,0.999997
2392.100098,2392.100098,2392.100098,0.999997,0.999997,0.999997
2393.100098,2393.100098,2393.100098,0.999997,0.999997,0.999997
2394.100098,2394.100098,2394.100098,0.999997,0.999997,0.999997
2395.100098,2395.100098,2395.100098,0.999996,0.999996,0.999996
2396.100098,2396.100098,2396.100098,0.999996,0.999996,0.999996
2397.100098,2397.100098,2397.100098,0.999996,0.999996,0.999996
2398.100098,2398.100098,2398.100098,0.999996,0.999996,0.999996
2399.100098,2399.100098,2399.100098,0.999996,0.999996,0.999996
2400.100098,2400.100098,2400.100098,0.999996,0.999996,0.999996
2401.100098,2401.100098,2401.100098,0.999996,0.999996,0.999996
2402.100098,2402.100098,2402.100098,0.999996,0.999996,0.999996
2403.100098,2403.100098,2403.100098,0.999996,0.999996,0.999996
2404.100098,2404.100098,2404.100098,0.999996,0.999996,0.999996
2405.100098,2405.100098,2405.100098,0.999996,0.999996,0.999996
2406.100098,2406.100098,2406.100098,0.999996,0.999996,0.999996
2407.100098,2407.100098,2407.100098,0.999996,0.999996,0.999996
2408.100098,2408.100098,2408.100098,0.999996,0.999996,0.999996
2409.100098,2409.100098,2409.100098,0.999996,0.999996,0.999996
2410.100098,2410.100098,2410.100098,0.999996,0.999996,0.999996
2411.100098,2411.100098,2411.100098,0.999996,0.999996,0.999996
2412.100098,2412.100098,2412.100098,0.999996,0.999996,0.999996
2413.100098,2413.100098,2413.100098,0.999996,0.999996,0.999996
2414.100098,2414.100098,2414.100098,0.999996,0.999996,0.999996
2415.100098,2415.100098,2415.100098,0.999996,0.999996,0.999996
2416.100098,2416.100098,2416.100098,0.999996,0.999996,0.999996
2417.100098,2417.100098,2417.100098,0.999996,0.999996,0.999996
2418.100098,2418.100098,2418.100098,0.999996,0.999996,0.999996
2419.100098,2419.100098,2419.100098,0.999996,0.999996,0.999996
2420.100098,2420.100098,2420.100098,0.999996,0.999996,0.999996
2421.100098,2421.100098,2421.100098,0.999996,0.999996,0.999996
2422.100098,2422.100098,2422.100098,0.999996,0.999996,0.999996
2423.100098,2423.100098,2423.100098,0.999996,0.999996,0.999996
2424.100098,2424.100098,2424.100098,0.999996,0.999996,0.999996
2425.100098,2425.100098,2425.100098,0.999996,0.999996,0.999996
2426.100098,2426.100098,2426.100098,0.999996,0.999996,0.999996
2427.100098,2427.100098,2427.100098,0.999996,0.999996,0.999996
2428.100098,2428.100098,2428.100098,0.999996,0.999996,0.999996
2429.100098,2429.100098,2429.100098,0.999996,0.999996,0.999996
2430.100098,2430.100098,2430.100098,0.999996,0.999996,0.999996
2431.100098,2431.100098,2431.100098,0.999996,0.999996,0.999996
2432.100098,2432.100098,2432.100098,0.999996,0.999996,0.999996
2433.100098,2433.100098,2433.100098,0.999996,0.999996,0.999996
2434.100098,2434.100098,2434.100098,0.999996,0.999996,0.999996
2435.100098,2435.100098,2435.100098,0.999996,0.999996,0.999996
2436.100098,2436.100098,2436.100098,0.999996,0.999996,0.999996
2437.100098,2437.100098,2437.100098,0.999996,0.999996,0.999996
2438.100098,2438.100098,2438.100098,0.999996,0.999996,0.999996
2439.100098,2439.100098,2439.100098,0.999996,0.999996,0.999996
2440.100098,2440.100098,2440.100098,0.999996,0.999996,0.999996
2441.100098,2441.100098,2441.100098,0.999996,0.999996,0.999996
2442.100098,2442.100098,2442.100098,0.999996,0.999996,0.999996
2443.100098,2443.100098,2443.100098,0.999996,0.999996,0.999996
2444.100098,2444.100098,2444.100098,0.999996,0.999996,0.999996
2445.100098,2445.100098,2445.100098,0.999996,0.999996,0.999996
2446.100098,2446.100098,2446.100098,0.999996,0.999996,0.999996
2447.100098,2447.100098,2447.100098,0.999996,0.999996,0.999996
2448.100098,2448.100098,2448.100098,0.999996,0.999996,0.999996
2449.100098,2449.100098,2449.100098,0.999996,0.999996,0.999996
2450.100098,2450.100098,2450.100098,0.999996,0.999996,0.999996
2451.100098,2451.100098,2451.100098,0.999996,0.999996,0.999996
2452.100098,2452.100098,2452.100098,0.999996,0.999996,0.999996
2453.100098,2453.100098,2453.100098,0.999996,0.999996,0.999996
2454.100098,2454.100098,2454.100098,0.999996,0.999996,0.999996
2455.100098,2455.100098,2455.100098,0.999996,0.999996,0.999996
2456.100098,2456.100098,2456.100098,0.999996,0.999996,0.999996
2457.100098,2457.100098,2457.100098,0.999996,0.999996,0.999996
2458.100098,2458.100098,2458.100098,0.999996,0.999996,0.999996
2459.100098,2459.100098,2459.100098,0.999996,0.999996,0.999996
2460.100098,2460.100098,2460.100098,0.999996,0.999996,0.999996
2461.100098,2461.100098,2461.100098,0.999996,0.999996,0.999996
2462.100098,2462.100098,2462.100098,0.999996,0.999996,0.999996
2463.100098,2463.100098,2463.100098,0.999996,0.999996,0.999996
2464.100098,2464.100098,2464.100098,0.999996,0.999996,0.999996
2465.100098,2465.100098,2465.100098,0.999996,0.999996,0.999996
2466.100098,2466.100098,2466.100098,0.999996,0.999996,0.999996
2467.100098,2467.100098,2467.100098,0.999996,0.999996,0.999996
2468.100098,2468.100098,2468.100098,0.999996,0.999996,0.999996
2469.100098,2469.100098,2469.100098,0.999996,0.999996,0.999996
2470.100098,2470.100098,2470.100098,0.999996,0.999996,0.999996
2471.100098,2471.100098,2471.100098,0.999996,0.999996,0.999996
2472.100098,2472.100098,2472.100098,0.999996,0.999996,0.999996
2473.100098,2473.100098,2473.100098,0.999996,0.999996,0.999996
2474.100098,2474.100098,2474.100098,0.999996,0.999996,0.999996
2475.100098,2475.100098,2475.100098,0.999996,0.999996,0.999996
2476.100098,2476.100098,2476.100098,0.999996,0.999996,0.999996
2477.100098,2477.100098,2477.100098,0.999996,0.999996,0.999996
2478.100098,2478.100098,2478.100098,0.999996,0.999996,0.999996
2479.100098,2479.100098,2479.100098,0.999996,0.999996,0.999996
2480.100098,2480.100098,2480.100098,0.999996,0.999996,0.999996
2481.100098,2481.100098,2481.100098,0.999996,0.999996,0.999996
2482.100098,2482.100098,2482.100098,0.999996,0.999996,0.999996
2483.100098,2483.100098,2483.100098,0.999996,0.999996,0.999996
2484.100098,2484.100098,2484.100098,0.999996,0.999996,0.999996
2485.100098,2485.100098,2485.100098,0.999996,0.999996,0.999996
2486.100098,2486.100098,2486.100098,0.999996,0.999996,0.999996
2487.100098,2487.100098,2487.100098,0.999996,0.999996,0.999996
2488.100098,2488.100098,2488.100098,0.999996,0.999996,0.999996
2489.100098,2489.100098,2489.100098,0.999996,0.999996,0.999996
2490.100098,2490.100098,2490.100098,0.999996,0.999996,0.999996
2491.100098,2491.100098,2491.100098,0.999996,0.999996,0.999996
2492.100098,2492.100098,2492.100098,0.999996,0.999996,0.999996
2493.100098,2493.100098,2493.100098,0.999996,0.999996,0.999996
2494.100098,2494.100098,2494.100098,0.999996,0.999996,0.999996
2495.100098,2495.100098,2495.100098,0.999996,0.999996,0.999996
2496.100098,2496.100098,2496.100098,0.999996,0.999996,0.999996
2497.100098,2497.100098,2497.100098,0.999996,0.999996,0.999996
2498.100098,2498.100098,2498.100098,0.999996,0.999996,0.999996
2499.100098,2499.100098,2499.100098,0.999996,0.999996,0.999996
2500.100098,2500.100098,2500.100098,0.999996,0.999996,0.999996
2501.100098,2501.100098,2501.100098,0.999996,0.999996,0.999996
2502.100098,2502.100098,2502.100098,0.999996,0.999996,0.999996
2503.100098,2503.100098,2503.100098,0.999996,0.999996,0.999996
2504.100098,2504.100098,2504.100098,0.999996,0.999996,0.999996
2505.100098,2505.100098,2505.100098,0.999996,0.999996,0.999996
2506.100098,2506.100098,2506.100098,0.999996,0.999996,0.999996
2507.100098,2507.100098,2507.100098,0.999996,0.999996,0.999996
2508.100098,2508.100098,2508.100098,0.999996,0.999996,0.999996
2509.100098,2509.100098,2509.100098,0.999996,0.999996,0.999996
2510.100098,2510.100098,2510.100098,0.999995,0.999995,0.999995
2511.100098,2511.100098,2511.100098,0.999995,0.999995,0.999995
2512.100098,2512.100098,2512.100098,0.999995,0.999995,0.999995
2513.100098,2513.100098,2513.100098,0.999995,0.999995,0.999995
2514.100098,2514.100098,2514.100098,0.999995,0.999995,0.999995
2515.100098,2515.100098,2515.100098,0.999995,0.999995,0.999995
2516.100098,2516.100098,2516.100098,0.999995,0.999995,0.999995
2517.100098,2517.100098,2517.100098,0.999995,0.999995,0.999995
2518.100098,2518.100098,2518.100098,0.999995,0.999995,0.999995
2519.100098,2519.100098,2519.100098,0.999995,0.999995,0.999995
2520.100098,2520.100098,2520.100098,0.999995,0.999995,0.999995
2521.100098,2521.100098,2521.100098,0.999995,0.999995,0.999995
2522.100098,2522.100098,2522.100098,0.999995,0.999995,0.999995
2523.100098,2523.100098,2523.100098,0.999995,0.999995,0.999995
2524.100098,2524.100098,2524.100098,0.999995,0.999995,0.999995
2525.100098,2525.100098,2525.100098,0.999995,0.999995,0.999995
2526.100098,2526.100098,2526.100098,0.999995,0.999995,0.999995
2527.100098,2527.100098,2527.100098,0.999995,0.999995,0.999995
2528.100098,2528.100098,2528.100098,0.999995,0.999995,0.999995
2529.100098,2529.100098,2529.100098,0.999995,0.999995,0.999995
2530.100098,2530.100098,2530.100098,0.999995,0.999995,0.999995
2531.100098,2531.100098,2531.100098,0.999995,0.999995,0.999995
2532.100098,2532.100098,2532.100098,0.999995,0.999995,0.999995
2533.100098,2533.100098,2533.100098,0.999995,0.999995,0.999995
2534.100098,2534.100098,2534.100098,0.999995,0.999995,0.999995
2535.100098,2535.100098,2535.100098,0.999995,0.999995,0.999995
2536.100098,2536.100098,2536.100098,0.999995,0.999995,0.999995
2537.100098,2537.100098,2537.100098,0.999995,0.999995,0.999995
2538.100098,2538.100098,2538.100098,0.999995,0.999995,0.999995
2539.100098,2539.100098,2539.100098,0.999995,0.999995,0.999995
2540.100098,2540.100098,2540.100098,0.999995,0.999995,0.999995
2541.100098,2541.100098,2541.100098,0.999995,0.999995,0.999995
2542.100098,2542.100098,2542.100098,0.999995,0.999995,0.999995
2543.100098,2543.100098,2543.100098,0.999995,0.999995,0.999995
2544.100098,2544.100098,2544.100098,0.999995,0.999995,0.999995
2545.100098,2545.100098,2545.100098,0.999995,0.999995,0.999995
2546.100098,2546.100098,2546.100098,0.999995,0.999995,0.999995
2547.100098,2547.100098,2547.100098,0.999995,0.999995,0.999995
2548.100098,2548.100098,2548.100098,0.999995,0.999995,0.999995
2549.100098,2549.100098,2549.100098,0.999995,0.999995,0.999995
2550.100098,2550.100098,2550.100098,0.999995,0.999995,0.999995
2551.100098,2551.100098,2551.100098,0.999995,0.999995,0.999995
2552.100098,2552.100098,2552.100098,0.999995,0.999995,0.999995
2553.100098,2553.100098,2553.100098,0.999995,0.999995,0.999995
2554.100098,2554.100098,2554.100098,0.999995,0.999995,0.999995
2555.100098,2555.100098,2555.100098,0.999995,0.999995,0.999995
2556.100098,2556.100098,2556.100098,0.999995,0.999995,0.999995
2557.100098,2557.100098,2557.100098,0.999995,0.999995,0.999995
2558.100098,2558.100098,2558.100098,0.999995,0.999995,0.999995
2559.100098,2559.100098,2559.100098,0.999995,0.999995,0.999995
2560.100098,2560.100098,2560.100098,0.999995,0.999995,0.999995
2561.100098,2561.100098,2561.100098,0.999995,0.999995,0.999995
2562.100098,2562.100098,2562.100098,0.999995,0.999995,0.999995
2563.100098,2563.100098,2563.100098,0.999995,0.999995,0.999995
2564.100098,2564.100098,2564.100098,0.999995,0.999995,0.999995
2565.100098,2565.100098,2565.100098,0.999995,0.999995,0.999995
2566.100098,2566.100098,2566.100098,0.999995,0.999995,0.999995
2567.100098,2567.100098,2567.100098,0.999995,0.999995,0.999995
2568.100098,2568.100098,2568.100098,0.999995,0.999995,0.999995
2569.100098,2569.100098,2569.100098,0.999995,0.999995,0.999995
2570.100098,2570.100098,2570.100098,0.999995,0.999995,0.999995
2571.100098,2571.100098,2571.100098,0.999995,0.999995,0.999995
2572.100098,2572.100098,2572.100098,0.999995,0.999995,0.999995
2573.100098,2573.100098,2573.100098,0.999995,0.999995,0.999995
2574.100098,2574.100098,2574.100098,0.999995,0.999995,0.999995
2575.100098,2575.100098,2575.100098,0.999995,0.999995,0.999995
2576.100098,2576.100098,2576.100098,0.999995,0.999995,0.999995
2577.100098,2577.100098,2577.100098,0.999995,0.999995,0.999995
2578.100098,2578.100098,2578.100098,0.999995,0.999995,0.999995
2579.100098,2579.100098,2579.100098,0.999995,0.999995,0.999995
2580.100098,2580.100098,2580.100098,0.999995,0.999995,0.999995
2581.100098,2581.100098,2581.100098,0.999995,0.999995,0.999995
2582.100098,2582.100098,2582.100098,0.999995,0.999995,0.999995
2583.100098,2583.100098,2583.100098,0.999995,0.999995,0.999995
2584.100098,2584.100098,2584.100098,0.999995,0.999995,0.999995
2585.100098,2585.100098,2585.100098,0.999995,0.999995,0.999995
2586.100098,2586.100098,2586.100098,0.999995,0.999995,0.999995
2587.100098,2587.100098,2587.100098,0.999995,0.999995,0.999995
2588.100098,2588.100098,2588.100098,0.999995,0.999995,0.999995
2589.100098,2589.100098,2589.100098,0.999995,0.999995,0.999995
2590.100098,2590.100098,2590.100098,0.999995,0.999995,0.999995
2591.100098,2591.100098,2591.100098,0.999995,0.999995,0.999995
2592.100098,2592.100098,2592.100098,0.999995,0.999995,0.999995
2593.100098,2593.100098,2593.100098,0.999995,0.999995,0.999995
2594.100098,2594.100098,2594.100098,0.999995,0.999995,0.999995
2595.100098,2595.100098,2595.100098,0.999995,0.999995,0.999995
2596.100098,2596.100098,2596.100098,0.999995,0.999995,0.999995
2597.100098,2597.100098,2597.100098,0.999995,0.999995,0.999995
2598.100098,2598.100098,2598.100098,0.999995,0.999995,0.999995
2599.100098,2599.100098,2599.100098,0.999995,0.999995,0.999995
2600.100098,2600.100098,2600.100098,0.999995,0.999995,0.999995
2601.100098,2601.100098,2601.100098,0.999995,0.999995,0.999995
2602.100098,2602.100098,2602.100098,0.999995,0.999995,0.999995
2603.100098,2603.100098,2603.100098,0.999995,0.999995,0.999995
2604.100098,2604.100098,2604.100098,0.999995,0.999995,0.999995
2605.100098,2605.100098,2605.100098,0.999995,0.999995,0.999995
2606.100098,2606.100098,2606.100098,0.999995,0.999995,0.999995
2607.100098,2607.100098,2607.100098,0.999995,0.999995,0.999995
2608.100098,2608.100098,2608.100098,0.999995,0.999995,0.999995
2609.100098,2609.100098,2609.100098,0.999995,0.999995,0.999995
2610.100098,2610.100098,2610.100098,0.999995,0.999995,0.999995
2611.100098,2611.100098,2611.100098,0.999995,0.999995,0.999995
2612.100098,2612.100098,2612.100098,0.999995,0.999995,0.999995
2613.100098,2613.100098,2613.100098,0.999995,0.999995,0.999995
2614.100098,2614.100098,2614.100098,0.999995,0.999995,0.999995
2615.100098,2615.100098,2615.100098,0.999995,0.999995,0.999995
2616.100098,2616.100098,2616.100098,0.999995,0.999995,0.999995
2617.100098,2617.100098,2617.100098,0.999994,0.999994,0.999994
2618.100098,2618.100098,2618.100098,0.999994,0.999994,0.999994
2619.100098,2619.100098,2619.100098,0.999994,0.999994,0.999994
2620.100098,2620.100098,2620.100098,0.999994,0.999994,0.999994
2621.100098,2621.100098,2621.100098,0.999994,0.999994,0.999994
2622.100098,2622.100098,2622.100098,0.999994,0.999994,0.999994
2623.100098,2623.100098,2623.100098,0.999994,0.999994,0.999994
2624.100098,2624.100098,2624.100098,0.999994,0.999994,0.999994
2625.100098,2625.100098,2625.100098,0.999994,0.999994,0.999994
2626.100098,2626.100098,2626.100098,0.999994,0.999994,0.999994
2627.100098,2627.100098,2627.100098,0.999994,0.999994,0.999994
2628.100098,2628.100098,2628.100098,0.999994,0.999994,0.999994
2629.100098,2629.100098,2629.100098,0.999994,0.999994,0.999994
2630.100098,2630.100098,2630.100098,0.999994,0.999994,0.999994
2631.100098,2631.100098,2631.100098,0.999994,0.999994,0.999994
2632.100098,2632.100098,2632.100098,0.999994,0.999994,0.999994
2633.100098,2633.100098,2633.100098,0.999994,0.999994,0.999994
2634.100098,2634.100098,2634.100098,0.999994,0.999994,0.999994
2635.100098,2635.100098,2635.100098,0.999994,0.999994,0.999994
2636.100098,2636.100098,2636.100098,0.999994,0.999994,0.999994
2637.100098,2637.100098,2637.100098,0.999994,0.999994,0.999994
2638.100098,2638.100098,2638.100098,0.999994,0.999994,0.999994
2639.100098,2639.100098,2639.100098,0.999994,0.999994,0.999994
2640.100098,2640.100098,2640.100098,0.999994,0.999994,0.999994
2641.100098,2641.100098,2641.100098,0.999994,0.999994,0.999994
2642.100098,2642.100098,2642.100098,0.999994,0.999994,0.999994
2643.100098,2643.100098,2643.100098,0.999994,0.999994,0.999994
2644.100098,2644.100098,2644.100098,0.999994,0.999994,0.999994
2645.100098,2645.100098,2645.100098,0.999994,0.999994,0.999994
2646.100098,2646.100098,2646.100098,0.999994,0.999994,0.999994
2647.100098,2647.100098,2647.100098,0.999994,0.999994,0.999994
2648.100098,2648.100098,2648.100098,0.999994,0.999994,0.999994
2649.100098,2649.100098,2649.100098,0.999994,0.999994,0.999994
2650.100098,2650.100098,2650.100098,0.999994,0.999994,0.999994
2651.100098,2651.100098,2651.100098,0.999994,0.999994,0.999994
2652.100098,2652.100098,2652.100098,0.999994,0.999994,0.999994
2653.100098,2653.100098,2653.100098,0.999994,0.999994,0.999994
2654.100098,2654.100098,2654.100098,0.999994,0.999994,0.999994
2655.100098,2655.100098,2655.100098,0.999994,0.999994,0.999994
2656.100098,2656.100098,2656.100098,0.999994,0.999994,0.999994
2657.100098,2657.100098,2657.100098,0.999994,0.999994,0.999994
2658.100098,2658.100098,2658.100098,0.999994,0.999994,0.999994
2659.100098,2659.100098,2659.100098,0.999994,0.999994,0.999994
2660.100098,2660.100098,2660.100098,0.999994,0.999994,0.999994
2661.100098,2661.100098,2661.100098,0.999994,0.999994,0.999994
2662.100098,2662.100098,2662.100098,0.999994,0.999994,0.999994
2663.100098,2663.100098,2663.100098,0.999994,0.999994,0.999994
2664.100098,2664.100098,2664.100098,0.999994,0.999994,0.999994
2665.100098,2665.100098,2665.100098,0.999994,0.999994,0.999994
2666.100098,2666.100098,2666.100098,0.999994,0.999994,0.999994
2667.100098,2667.100098,2667.100098,0.999994,0.999994,0.999994
