x,y,z,vx,vy,vz
1061.100098,1061.100098,1061.100098,1.000012,1.000012,1.000012
1062.100098,1062.100098,1062.100098,1.000012,1.000012,1.000012
1063.100098,1063.100098,1063.100098,1.000012,1.000012,1.000012
1064.100098,1064.100098,1064.100098,1.000012,1.000012,1.000012
1065.100098,1065.100098,1065.100098,1.000012,1.000012,1.000012
1066.100098,1066.100098,1066.100098,1.000012,1.000012,1.000012
1067.100098,1067.100098,1067.100098,1.000012,1.000012,1.000012
1068.100098,1068.100098,1068.100098,1.000012,1.000012,1.000012
1069.100098,1069.100098,1069.100098,1.000012,1.000012,1.000012
1070.100098,1070.100098,1070.100098,1.000012,1.000012,1.000012
1071.100098,1071.100098,1071.100098,1.000012,1.000012,1.000012
1072.100098,1072.100098,1072.100098,1.000012,1.000012,1.000012
1073.100098,1073.100098,1073.100098,1.000012,1.000012,1.000012
1074.100098,1074.100098,1074.100098,1.000012,1.000012,1.000012
1075.100098,1075.100098,1075.100098,1.000012,1.000012,1.000012
1076.100098,1076.100098,1076.100098,1.000012,1.000012,1.000012
1077.100098,1077.100098,1077.100098,1.000012,1.000012,1.000012
1078.100098,1078.100098,1078.100098,1.000012,1.000012,1.000012
1079.100098,1079.100098,1079.100098,1.000012,1.000012,1.000012
1080.100098,1080.100098,1080.100098,1.000012,1.000012,1.000012
1081.100098,1081.100098,1081.100098,1.000012,1.000012,1.000012
1082.100098,1082.100098,1082.100098,1.000012,1.000012,1.000012
1083.100098,1083.100098,1083.100098,1.000012,1.000012,1.000012
1084.100098,1084.100098,1084.100098,1.000012,1.000012,1.000012
1085.100098,1085.100098,1085.100098,1.000012,1.000012,1.000012
1086.100098,1086.100098,1086.100098,1.000011,1.000011,1.000011
1087.100098,1087.100098,1087.100098,1.000011,1.000011,1.000011
1088.100098,1088.100098,1088.100098,1.000011,1.000011,1.000011
1089.100098,1089.100098,1089.100098,1.000011,1.000011,1.000011
1090.100098,1090.100098,1090.100098,1.000011,1.000011,1.000011
1091.100098,1091.100098,1091.100098,1.000011,1.000011,1.000011
1092.100098,1092.100098,1092.100098,1.000011,1.000011,1.000011
1093.100098,1093.100098,1093.100098,1.000011,1.000011,1.000011
1094.100098,1094.100098,1094.100098,1.000011,1.000011,1.000011
1095.100098,1095.100098,1095.100098,1.000011,1.000011,1.000011
1096.100098,1096.100098,1096.100098,1.000011,1.000011,1.000011
1097.100098,1097.100098,1097.100098,1.000011,1.000011,1.000011
1098.100098,1098.100098,1098.100098,1.000011,1.000011,1.000011
1099.100098,1099.100098,1099.100098,1.000011,1.000011,1.000011
1100.100098,1100.100098,1100.100098,1.000011,1.000011,1.000011
1101.100098,1101.100098,1101.100098,1.000011,1.000011,1.000011
1102.100098,1102.100098,1102.100098,1.000011,1.000011,1.000011
1103.100098,1103.100098,1103.100098,1.000011,1.000011,1.000011
1104.100098,1104.100098,1104.100098,1.000011,1.000011,1.000011
1105.100098,1105.100098,1105.100098,1.000011,1.000011,1.000011
1106.100098,1106.100098,1106.100098,1.000011,1.000011,1.000011
1107.100098,1107.100098,1107.100098,1.000011,1.000011,1.000011
1108.100098,1108.100098,1108.100098,1.000011,1.000011,1.000011
1109.100098,1109.100098,1109.100098,1.000011,1.000011,1.000011
1110.100098,1110.100098,1110.100098,1.000011,1.000011,1.000011
1111.100098,1111.100098,1111.100098,1.000011,1.000011,1.000011
1112.100098,1112.100098,1112.100098,1.000011,1.000011,1.000011
1113.100098,1113.100098,1113.100098,1.000011,1.000011,1.000011
1114.100098,1114.100098,1114.100098,1.000011,1.000011,1.000011
1115.100098,1115.100098,1115.100098,1.000011,1.000011,1.000011
1116.100098,1116.100098,1116.100098,1.000011,1.000011,1.000011
1117.100098,1117.100098,1117.100098,1.000011,1.000011,1.000011
1118.100098,1118.100098,1118.100098,1.000011,1.000011,1.000011
1119.100098,1119.100098,1119.100098,1.000011,1.000011,1.000011
1120.100098,1120.100098,1120.100098,1.000011,1.000011,1.000011
1121.100098,1121.100098,1121.100098,1.000011,1.000011,1.000011
1122.100098,1122.100098,1122.100098,1.000011,1.000011,1.000011
1123.100098,1123.100098,1123.100098,1.000011,1.000011,1.000011
1124.100098,1124.100098,1124.100098,1.000011,1.000011,1.000011
1125.100098,1125.100098,1125.100098,1.000011,1.000011,1.000011
1126.100098,1126.100098,1126.100098,1.000011,1.000011,1.000011
1127.100098,1127.100098,1127.100098,1.000011,1.000011,1.000011
1128.100098,1128.100098,1128.100098,1.000011,1.000011,1.000011
1129.100098,1129.100098,1129.100098,1.000011,1.000011,1.000011
1130.100098,1130.100098,1130.100098,1.000011,1.000011,1.000011
1131.100098,1131.100098,1131.100098,1.000011,1.000011,1.000011
1132.100098,1132.100098,1132.100098,1.000011,1.000011,1.000011
1133.100098,1133.100098,1133.100098,1.000011,1.000011,1.000011
1134.100098,1134.100098,1134.100098,1.000011,1.000011,1.000011
1135.100098,1135.100098,1135.100098,1.000011,1.000011,1.000011
1136.100098,1136.100098,1136.100098,1.000011,1.000011,1.000011
1137.100098,1137.100098,1137.100098,1.000011,1.000011,1.000011
1138.100098,1138.100098,1138.100098,1.000011,1.000011,1.000011
1139.100098,1139.100098,1139.100098,1.000011,1.000011,1.000011
1140.100098,1140.100098,1140.100098,1.000011,1.000011,1.000011
1141.100098,1141.100098,1141.100098,1.000011,1.000011,1.000011
1142.100098,1142.100098,1142.100098,1.000011,1.000011,1.000011
1143.100098,1143.100098,1143.100098,1.000011,1.000011,1.000011
1144.100098,1144.100098,1144.100098,1.000011,1.000011,1.000011
1145.100098,1145.100098,1145.100098,1.000011,1.000011,1.000011
1146.100098,1146.100098,1146.100098,1.000011,1.000011,1.000011
1147.100098,1147.100098,1147.100098,1.000011,1.000011,1.000011
1148.100098,1148.100098,1148.100098,1.000011,1.000011,1.000011
1149.100098,1149.100098,1149.100098,1.000011,1.000011,1.000011
1150.100098,1150.100098,1150.100098,1.000011,1.000011,1.000011
1151.100098,1151.100098,1151.100098,1.000011,1.000011,1.000011
1152.100098,1152.100098,1152.100098,1.000011,1.000011,1.000011
1153.100098,1153.100098,1153.100098,1.000011,1.000011,1.000011
1154.100098,1154.100098,1154.100098,1.000010,1.000010,1.000010
1155.100098,1155.100098,1155.100098,1.000010,1.000010,1.000010
1156.100098,1156.100098,1156.100098,1.000010,1.000010,1.000010
1157.100098,1157.100098,1157.100098,1.000010,1.000010,1.000010
1158.100098,1158.100098,1158.100098,1.000010,1.000010,1.000010
1159.100098,1159.100098,1159.100098,1.000010,1.000010,1.000010
1160.100098,1160.100098,1160.100098,1.000010,1.000010,1.000010
1161.100098,1161.100098,1161.100098,1.000010,1.000010,1.000010
1162.100098,1162.100098,1162.100098,1.000010,1.000010,1.000010
1163.100098,1163.100098,1163.100098,1.000010,1.000010,1.000010
1164.100098,1164.100098,1164.100098,1.000010,1.000010,1.000010
1165.100098,1165.100098,1165.100098,1.000010,1.000010,1.000010
1166.100098,1166.100098,1166.100098,1.000010,1.000010,1.000010
1167.100098,1167.100098,1167.100098,1.000010,1.000010,1.000010
1168.100098,1168.100098,1168.100098,1.000010,1.000010,1.000010
1169.100098,1169.100098,1169.100098,1.000010,1.000010,1.000010
1170.100098,1170.100098,1170.100098,1.000010,1.000010,1.000010
1171.100098,1171.100098,1171.100098,1.000010,1.000010,1.000010
1172.100098,1172.100098,1172.100098,1.000010,1.000010,1.000010
1173.100098,1173.100098,1173.100098,1.000010,1.000010,1.000010
1174.100098,1174.100098,1174.100098,1.000010,1.000010,1.000010
1175.100098,1175.100098,1175.100098,1.000010,1.000010,1.000010
1176.100098,1176.100098,1176.100098,1.000010,1.000010,1.000010
1177.100098,1177.100098,1177.100098,1.000010,1.000010,1.000010
1178.100098,1178.100098,1178.100098,1.000010,1.000010,1.000010
1179.100098,1179.100098,1179.100098,1.000010,1.000010,1.000010
1180.100098,1180.100098,1180.100098,1.000010,1.000010,1.000010
1181.100098,1181.100098,1181.100098,1.000010,1.000010,1.000010
1182.100098,1182.100098,1182.100098,1.000010,1.000010,1.000010
1183.100098,1183.100098,1183.100098,1.000010,1.000010,1.000010
1184.100098,1184.100098,1184.100098,1.000010,1.000010,1.000010
1185.100098,1185.100098,1185.100098,1.000010,1.000010,1.000010
1186.100098,1186.100098,1186.100098,1.000010,1.000010,1.000010
1187.100098,1187.100098,1187.100098,1.000010,1.000010,1.000010
1188.100098,1188.100098,1188.100098,1.000010,1.000010,1.000010
1189.100098,1189.100098,1189.100098,1.000010,1.000010,1.000010
1190.100098,1190.100098,1190.100098,1.000010,1.000010,1.000010
1191.100098,1191.100098,1191.100098,1.000010,1.000010,1.000010
1192.100098,1192.100098,1192.100098,1.000010,1.000010,1.000010
1193.100098,1193.100098,1193.100098,1.000010,1.000010,1.000010
1194.100098,1194.100098,1194.100098,1.000010,1.000010,1.000010
1195.100098,1195.100098,1195.100098,1.000010,1.000010,1.000010
1196.100098,1196.100098,1196.100098,1.000010,1.000010,1.000010
1197.100098,1197.100098,1197.100098,1.000010,1.000010,1.000010
1198.100098,1198.100098,1198.100098,1.000010,1.000010,1.000010
1199.100098,1199.100098,1199.100098,1.000010,1.000010,1.000010
1200.100098,1200.100098,1200.100098,1.000010,1.000010,1.000010
1201.100098,1201.100098,1201.100098,1.000010,1.000010,1.000010
1202.100098,1202.100098,1202.100098,1.000010,1.000010,1.000010
1203.100098,1203.100098,1203.100098,1.000010,1.000010,1.000010
1204.100098,1204.100098,1204.100098,1.000010,1.000010,1.000010
1205.100098,1205.100098,1205.100098,1.000010,1.000010,1.000010
1206.100098,1206.100098,1206.100098,1.000010,1.000010,1.000010
1207.100098,1207.100098,1207.100098,1.000010,1.000010,1.000010
1208.100098,1208.100098,1208.100098,1.000010,1.000010,1.000010
1209.100098,1209.100098,1209.100098,1.000010,1.000010,1.000010
1210.100098,1210.100098,1210.100098,1.000010,1.000010,1.000010
1211.100098,1211.100098,1211.100098,1.000010,1.000010,1.000010
1212.100098,1212.100098,1212.100098,1.000010,1.000010,1.000010
1213.100098,1213.100098,1213.100098,1.000010,1.000010,1.000010
1214.100098,1214.100098,1214.100098,1.000010,1.000010,1.000010
1215.100098,1215.100098,1215.100098,1.000010,1.000010,1.000010
1216.100098,1216.100098,1216.100098,1.000010,1.000010,1.000010
1217.100098,1217.100098,1217.100098,1.000010,1.000010,1.000010
1218.100098,1218.100098,1218.100098,1.000010,1.000010,1.000010
1219.100098,1219.100098,1219.100098,1.000010,1.000010,1.000010
1220.100098,1220.100098,1220.100098,1.000010,1.000010,1.000010
1221.100098,1221.100098,1221.100098,1.000010,1.000010,1.000010
1222.100098,1222.100098,1222.100098,1.000010,1.000010,1.000010
1223.100098,1223.100098,1223.100098,1.000010,1.000010,1.000010
1224.100098,1224.100098,1224.100098,1.000010,1.000010,1.000010
1225.100098,1225.100098,1225.100098,1.000010,1.000010,1.000010
1226.100098,1226.100098,1226.100098,1.000010,1.000010,1.000010
1227.100098,1227.100098,1227.100098,1.000010,1.000010,1.000010
1228.100098,1228.100098,1228.100098,1.000010,1.000010,1.000010
1229.100098,1229.100098,1229.100098,1.000008,1.000008,1.000008
1230.100098,1230.100098,1230.100098,1.000008,1.000008,1.000008
1231.100098,1231.100098,1231.100098,1.000008,1.000008,1.000008
1232.100098,1232.100098,1232.100098,1.000008,1.000008,1.000008
1233.100098,1233.100098,1233.100098,1.000008,1.000008,1.000008
1234.100098,1234.100098,1234.100098,1.000008,1.000008,1.000008
1235.100098,1235.100098,1235.100098,1.000008,1.000008,1.000008
1236.100098,1236.100098,1236.100098,1.000008,1.000008,1.000008
1237.100098,1237.100098,1237.100098,1.000008,1.000008,1.000008
1238.100098,1238.100098,1238.100098,1.000008,1.000008,1.000008
1239.100098,1239.100098,1239.100098,1.000008,1.000008,1.000008
1240.100098,1240.100098,1240.100098,1.000008,1.000008,1.000008
1241.100098,1241.100098,1241.100098,1.000008,1.000008,1.000008
1242.100098,1242.100098,1242.100098,1.000008,1.000008,1.000008
1243.100098,1243.100098,1243.100098,1.000008,1.000008,1.000008
1244.100098,1244.100098,1244.100098,1.000008,1.000008,1.000008
1245.100098,1245.100098,1245.100098,1.000008,1.000008,1.000008
1246.100098,1246.100098,1246.100098,1.000008,1.000008,1.000008
1247.100098,1247.100098,1247.100098,1.000008,1.000008,1.000008
1248.100098,1248.100098,1248.100098,1.000008,1.000008,1.000008
1249.100098,1249.100098,1249.100098,1.000008,1.000008,1.000008
1250.100098,1250.100098,1250.100098,1.000008,1.000008,1.000008
1251.100098,1251.100098,1251.100098,1.000008,1.000008,1.000008
1252.100098,1252.100098,1252.100098,1.000008,1.000008,1.000008
1253.100098,1253.100098,1253.100098,1.000008,1.000008,1.000008
1254.100098,1254.100098,1254.100098,1.000008,1.000008,1.000008
1255.100098,1255.100098,1255.100098,1.000008,1.000008,1.000008
1256.100098,1256.100098,1256.100098,1.000008,1.000008,1.000008
1257.100098,1257.100098,1257.100098,1.000008,1.000008,1.000008
1258.100098,1258.100098,1258.100098,1.000008,1.000008,1.000008
1259.100098,1259.100098,1259.100098,1.000008,1.000008,1.000008
1260.100098,1260.100098,1260.100098,1.000008,1.000008,1.000008
1261.100098,1261.100098,1261.100098,1.000008,1.000008,1.000008
1262.100098,1262.100098,1262.100098,1.000008,1.000008,1.000008
1263.100098,1263.100098,1263.100098,1.000008,1.000008,1.000008
1264.100098,1264.100098,1264.100098,1.000008,1.000008,1.000008
1265.100098,1265.100098,1265.100098,1.000008,1.000008,1.000008
1266.100098,1266.100098,1266.100098,1.000008,1.000008,1.000008
1267.100098,1267.100098,1267.100098,1.000008,1.000008,1.000008
1268.100098,1268.100098,1268.100098,1.000008,1.000008,1.000008
1269.100098,1269.100098,1269.100098,1.000008,1.000008,1.000008
1270.100098,1270.100098,1270.100098,1.000008,1.000008,1.000008
1271.100098,1271.100098,1271.100098,1.000008,1.000008,1.000008
1272.100098,1272.100098,1272.100098,1.000008,1.000008,1.000008
1273.100098,1273.100098,1273.100098,1.000008,1.000008,1.000008
1274.100098,1274.100098,1274.100098,1.000008,1.000008,1.000008
1275.100098,1275.100098,1275.100098,1.000008,1.000008,1.000008
1276.100098,1276.100098,1276.100098,1.000008,1.000008,1.000008
1277.100098,1277.100098,1277.100098,1.000008,1.000008,1.000008
1278.100098,1278.100098,1278.100098,1.000008,1.000008,1.000008
1279.100098,1279.100098,1279.100098,1.000008,1.000008,1.000008
1280.100098,1280.100098,1280.100098,1.000008,1.000008,1.000008
1281.100098,1281.100098,1281.100098,1.000008,1.000008,1.000008
1282.100098,1282.100098,1282.100098,1.000008,1.000008,1.000008
1283.100098,1283.100098,1283.100098,1.000008,1.000008,1.000008
1284.100098,1284.100098,1284.100098,1.000008,1.000008,1.000008
1285.100098,1285.100098,1285.100098,1.000008,1.000008,1.000008
1286.100098,1286.100098,1286.100098,1.000008,1.000008,1.000008
1287.100098,1287.100098,1287.100098,1.000008,1.000008,1.000008
1288.100098,1288.100098,1288.100098,1.000008,1.000008,1.000008
1289.100098,1289.100098,1289.100098,1.000008,1.000008,1.000008
1290.100098,1290.100098,1290.100098,1.000008,1.000008,1.000008
1291.100098,1291.100098,1291.100098,1.000008,1.000008,1.000008
1292.100098,1292.100098,1292.100098,1.000008,1.000008,1.000008
1293.100098,1293.100098,1293.100098,1.000008,1.000008,1.000008
1294.100098,1294.100098,1294.100098,1.000008,1.000008,1.000008
1295.100098,1295.100098,1295.100098,1.000008,1.000008,1.000008
1296.100098,1296.100098,1296.100098,1.000008,1.000008,1.000008
1297.100098,1297.100098,1297.100098,1.000008,1.000008,1.000008
1298.100098,1298.100098,1298.100098,1.000008,1.000008,1.000008
1299.100098,1299.100098,1299.100098,1.000008,1.000008,1.000008
1300.100098,1300.100098,1300.100098,1.000008,1.000008,1.000008
1301.100098,1301.100098,1301.100098,1.000008,1.000008,1.000008
1302.100098,1302.100098,1302.100098,1.000008,1.000008,1.000008
1303.100098,1303.100098,1303.100098,1.000008,1.000008,1.000008
1304.100098,1304.100098,1304.100098,1.000008,1.000008,1.000008
1305.100098,1305.100098,1305.100098,1.000008,1.000008,1.000008
1306.100098,1306.100098,1306.100098,1.000008,1.000008,1.000008
1307.100098,1307.100098,1307.100098,1.000008,1.000008,1.000008
1308.100098,1308.100098,1308.100098,1.000008,1.000008,1.000008
1309.100098,1309.100098,1309.100098,1.000008,1.000008,1.000008
1310.100098,1310.100098,1310.100098,1.000008,1.000008,1.000008
1311.100098,1311.100098,1311.100098,1.000008,1.000008,1.000008
1312.100098,1312.100098,1312.100098,1.000008,1.000008,1.000008
1313.100098,1313.100098,1313.100098,1.000007,1.000007,1.000007
1314.100098,1314.100098,1314.100098,1.000007,1.000007,1.000007
1315.100098,1315.100098,1315.100098,1.000007,1.000007,1.000007
1316.100098,1316.100098,1316.100098,1.000007,1.000007,1.000007
1317.100098,1317.100098,1317.100098,1.000007,1.000007,1.000007
1318.100098,1318.100098,1318.100098,1.000007,1.000007,1.000007
1319.100098,1319.100098,1319.100098,1.000007,1.000007,1.000007
1320.100098,1320.100098,1320.100098,1.000007,1.000007,1.000007
1321.100098,1321.100098,1321.100098,1.000007,1.000007,1.000007
1322.100098,1322.100098,1322.100098,1.000007,1.000007,1.000007
1323.100098,1323.100098,1323.100098,1.000007,1.000007,1.000007
1324.100098,1324.100098,1324.100098,1.000007,1.000007,1.000007
1325.100098,1325.100098,1325.100098,1.000007,1.000007,1.000007
1326.100098,1326.100098,1326.100098,1.000007,1.000007,1.000007
1327.100098,1327.100098,1327.100098,1.000007,1.000007,1.000007
1328.100098,1328.100098,1328.100098,1.000007,1.000007,1.000007
1329.100098,1329.100098,1329.100098,1.000007,1.000007,1.000007
1330.100098,1330.100098,1330.100098,1.000007,1.000007,1.000007
1331.100098,1331.100098,1331.100098,1.000007,1.000007,1.000007
1332.100098,1332.100098,1332.100098,1.000007,1.000007,1.000007
1333.100098,1333.100098,1333.100098,1.000007,1.000007,1.000007
1334.100098,1334.100098,1334.100098,1.000007,1.000007,1.000007
1335.100098,1335.100098,1335.100098,1.000007,1.000007,1.000007
1336.100098,1336.100098,1336.100098,1.000007,1.000007,1.000007
1337.100098,1337.100098,1337.100098,1.000007,1.000007,1.000007
1338.100098,1338.100098,1338.100098,1.000007,1.000007,1.000007
1339.100098,1339.100098,1339.100098,1.000007,1.000007,1.000007
1340.100098,1340.100098,1340.100098,1.000007,1.000007,1.000007
1341.100098,1341.100098,1341.100098,1.000007,1.000007,1.000007
1342.100098,1342.100098,1342.100098,1.000007,1.000007,1.000007
1343.100098,1343.100098,1343.100098,1.000007,1.000007,1.000007
1344.100098,1344.100098,1344.100098,1.000007,1.000007,1.000007
1345.100098,1345.100098,1345.100098,1.000007,1.000007,1.000007
1346.100098,1346.100098,1346.100098,1.000007,1.000007,1.000007
1347.100098,1347.100098,1347.100098,1.000007,1.000007,1.000007
1348.100098,1348.100098,1348.100098,1.000007,1.000007,1.000007
1349.100098,1349.100098,1349.100098,1.000007,1.000007,1.000007
1350.100098,1350.100098,1350.100098,1.000007,1.000007,1.000007
1351.100098,1351.100098,1351.100098,1.000007,1.000007,1.000007
1352.100098,1352.100098,1352.100098,1.000007,1.000007,1.000007
1353.100098,1353.100098,1353.100098,1.000007,1.000007,1.000007
1354.100098,1354.100098,1354.100098,1.000007,1.000007,1.000007
1355.100098,1355.100098,1355.100098,1.000007,1.000007,1.000007
1356.100098,1356.100098,1356.100098,1.000007,1.000007,1.000007
1357.100098,1357.100098,1357.100098,1.000007,1.000007,1.000007
1358.100098,1358.100098,1358.100098,1.000007,1.000007,1.000007
1359.100098,1359.100098,1359.100098,1.000007,1.000007,1.000007
1360.100098,1360.100098,1360.100098,1.000007,1.000007,1.000007
1361.100098,1361.100098,1361.100098,1.000007,1.000007,1.000007
1362.100098,1362.100098,1362.100098,1.000007,1.000007,1.000007
1363.100098,1363.100098,1363.100098,1.000007,1.000007,1.000007
1364.100098,1364.100098,1364.100098,1.000007,1.000007,1.000007
1365.100098,1365.100098,1365.100098,1.000007,1.000007,1.000007
1366.100098,1366.100098,1366.100098,1.000007,1.000007,1.000007
1367.100098,1367.100098,1367.100098,1.000007,1.000007,1.000007
1368.100098,1368.100098,1368.100098,1.000007,1.000007,1.000007
1369.100098,1369.100098,1369.100098,1.000007,1.000007,1.000007
1370.100098,1370.100098,1370.100098,1.000007,1.000007,1.000007
1371.100098,1371.100098,1371.100098,1.000007,1.000007,1.000007
1372.100098,1372.100098,1372.100098,1.000007,1.000007,1.000007
1373.100098,1373.100098,1373.100098,1.000007,1.000007,1.000007
1374.100098,1374.100098,1374.100098,1.000007,1.000007,1.000007
1375.100098,1375.100098,1375.100098,1.000007,1.000007,1.000007
1376.100098,1376.100098,1376.100098,1.000007,1.000007,1.000007
1377.100098,1377.100098,1377.100098,1.000007,1.000007,1.000007
1378.100098,1378.100098,1378.100098,1.000007,1.000007,1.000007
1379.100098,1379.100098,1379.100098,1.000007,1.000007,1.000007
1380.100098,1380.100098,1380.100098,1.000007,1.000007,1.000007
1381.100098,1381.100098,1381.100098,1.000007,1.000007,1.000007
1382.100098,1382.100098,1382.100098,1.000007,1.000007,1.000007
1383.100098,1383.100098,1383.100098,1.000007,1.000007,1.000007
1384.100098,1384.100098,1384.100098,1.000007,1.000007,1.000007
1385.100098,1385.100098,1385.100098,1.000007,1.000007,1.000007
1386.100098,1386.100098,1386.100098,1.000007,1.000007,1.000007
1387.100098,1387.100098,1387.100098,1.000007,1.000007,1.000007
1388.100098,1388.100098,1388.100098,1.000007,1.000007,1.000007
1389.100098,1389.100098,1389.100098,1.000007,1.000007,1.000007
1390.100098,1390.100098,1390.100098,1.000007,1.000007,1.000007
1391.100098,1391.100098,1391.100098,1.000007,1.000007,1.000007
1392.100098,1392.100098,1392.100098,1.000007,1.000007,1.000007
1393.100098,1393.100098,1393.100098,1.000007,1.000007,1.000007
1394.100098,1394.100098,1394.100098,1.000007,1.000007,1.000007
1395.100098,1395.100098,1395.100098,1.000007,1.000007,1.000007
1396.100098,1396.100098,1396.100098,1.000007,1.000007,1.000007
1397.100098,1397.100098,1397.100098,1.000007,1.000007,1.000007
1398.100098,1398.100098,1398.100098,1.000007,1.000007,1.000007
1399.100098,1399.100098,1399.100098,1.000007,1.000007,1.000007
1400.100098,1400.100098,1400.100098,1.000007,1.000007,1.000007
1401.100098,1401.100098,1401.100098,1.000007,1.000007,1.000007
1402.100098,1402.100098,1402.100098,1.000007,1.000007,1.000007
1403.100098,1403.100098,1403.100098,1.000007,1.000007,1.000007
1404.100098,1404.100098,1404.100098,1.000006,1.000006,1.000006
1405.100098,1405.100098,1405.100098,1.000006,1.000006,1.000006
1406.100098,1406.100098,1406.100098,1.000006,1.000006,1.000006
1407.100098,1407.100098,1407.100098,1.000006,1.000006,1.000006
1408.100098,1408.100098,1408.100098,1.000006,1.000006,1.000006
1409.100098,1409.100098,1409.100098,1.000006,1.000006,1.000006
1410.100098,1410.100098,1410.100098,1.000006,1.000006,1.000006
1411.100098,1411.100098,1411.100098,1.000006,1.000006,1.000006
1412.100098,1412.100098,1412.100098,1.000006,1.000006,1.000006
1413.100098,1413.100098,1413.100098,1.000006,1.000006,1.000006
1414.100098,1414.100098,1414.100098,1.000006,1.000006,1.000006
1415.100098,1415.100098,1415.100098,1.000006,1.000006,1.000006
1416.100098,1416.100098,1416.100098,1.000006,1.000006,1.000006
1417.100098,1417.100098,1417.100098,1.000006,1.000006,1.000006
1418.100098,1418.100098,1418.100098,1.000006,1.000006,1.000006
1419.100098,1419.100098,1419.100098,1.000006,1.000006,1.000006
1420.100098,1420.100098,1420.100098,1.000006,1.000006,1.000006
1421.100098,1421.100098,1421.100098,1.000006,1.000006,1.000006
1422.100098,1422.100098,1422.100098,1.000006,1.000006,1.000006
1423.100098,1423.100098,1423.100098,1.000006,1.000006,1.000006
1424.100098,1424.100098,1424.100098,1.000006,1.000006,1.000006
1425.100098,1425.100098,1425.100098,1.000006,1.000006,1.000006
1426.100098,1426.100098,1426.100098,1.000006,1.000006,1.000006
1427.100098,1427.100098,1427.100098,1.000006,1.000006,1.000006
1428.100098,1428.100098,1428.100098,1.000006,1.000006,1.000006
1429.100098,1429.100098,1429.100098,1.000006,1.000006,1.000006
1430.100098,1430.100098,1430.100098,1.000006,1.000006,1.000006
1431.100098,1431.100098,1431.100098,1.000006,1.000006,1.000006
1432.100098,1432.100098,1432.100098,1.000006,1.000006,1.000006
1433.100098,1433.100098,1433.100098,1.000006,1.000006,1.000006
1434.100098,1434.100098,1434.100098,1.000006,1.000006,1.000006
1435.100098,1435.100098,1435.100098,1.000006,1.000006,1.000006
1436.100098,1436.100098,1436.100098,1.000006,1.000006,1.000006
1437.100098,1437.100098,1437.100098,1.000006,1.000006,1.000006
1438.100098,1438.100098,1438.100098,1.000006,1.000006,1.000006
1439.100098,1439.100098,1439.100098,1.000006,1.000006,1.000006
1440.100098,1440.100098,1440.100098,1.000006,1.000006,1.000006
1441.100098,1441.100098,1441.100098,1.000006,1.000006,1.000006
1442.100098,1442.100098,1442.100098,1.000006,1.000006,1.000006
1443.100098,1443.100098,1443.100098,1.000006,1.000006,1.000006
1444.100098,1444.100098,1444.100098,1.000006,1.000006,1.000006
1445.100098,1445.100098,1445.100098,1.000006,1.000006,1.000006
1446.100098,1446.100098,1446.100098,1.000006,1.000006,1.000006
1447.100098,1447.100098,1447.100098,1.000006,1.000006,1.000006
1448.100098,1448.100098,1448.100098,1.000006,1.000006,1.000006
1449.100098,1449.100098,1449.100098,1.000006,1.000006,1.000006
1450.100098,1450.100098,1450.100098,1.000006,1.000006,1.000006
1451.100098,1451.100098,1451.100098,1.000006,1.000006,1.000006
1452.100098,1452.100098,1452.100098,1.000006,1.000006,1.000006
1453.100098,1453.100098,1453.100098,1.000006,1.000006,1.000006
1454.100098,1454.100098,1454.100098,1.000006,1.000006,1.000006
1455.100098,1455.100098,1455.100098,1.000006,1.000006,1.000006
1456.100098,1456.100098,1456.100098,1.000006,1.000006,1.000006
1457.100098,1457.100098,1457.100098,1.000006,1.000006,1.000006
1458.100098,1458.100098,1458.100098,1.000006,1.000006,1.000006
1459.100098,1459.100098,1459.100098,1.000006,1.000006,1.000006
1460.100098,1460.100098,1460.100098,1.000006,1.000006,1.000006
1461.100098,1461.100098,1461.100098,1.000006,1.000006,1.000006
1462.100098,1462.100098,1462.100098,1.000006,1.000006,1.000006
1463.100098,1463.100098,1463.100098,1.000006,1.000006,1.000006
1464.100098,1464.100098,1464.100098,1.000006,1.000006,1.000006
1465.100098,1465.100098,1465.100098,1.000006,1.000006,1.000006
1466.100098,1466.100098,1466.100098,1.000006,1.000006,1.000006
1467.100098,1467.100098,1467.100098,1.000006,1.000006,1.000006
1468.100098,1468.100098,1468.100098,1.000006,1.000006,1.000006
1469.100098,1469.100098,1469.100098,1.000006,1.000006,1.000006
1470.100098,1470.100098,1470.100098,1.000006,1.000006,1.000006
1471.100098,1471.100098,1471.100098,1.000006,1.000006,1.000006
1472.100098,1472.100098,1472.100098,1.000006,1.000006,1.000006
1473.100098,1473.100098,1473.100098,1.000006,1.000006,1.000006
1474.100098,1474.100098,1474.100098,1.000006,1.000006,1.000006
1475.100098,1475.100098,1475.100098,1.000006,1.000006,1.000006
1476.100098,1476.100098,1476.100098,1.000006,1.000006,1.000006
1477.100098,1477.100098,1477.100098,1.000006,1.000006,1.000006
1478.100098,1478.100098,1478.100098,1.000006,1.000006,1.000006
1479.100098,1479.100098,1479.100098,1.000006,1.000006,1.000006
1480.100098,1480.100098,1480.100098,1.000006,1.000006,1.000006
1481.100098,1481.100098,1481.100098,1.000006,1.000006,1.000006
1482.100098,1482.100098,1482.100098,1.000006,1.000006,1.000006
1483.100098,1483.100098,1483.100098,1.000006,1.000006,1.000006
